2.52,Anweisung,Substantiv,"die Anweisung, -en",chỉ dẫn / hướng dẫn,Lesen Sie die Anweisungen vor der Einnahme.,Đọc hướng dẫn trước khi dùng thuốc.,Gesundheit,B1;DTZ;Gesundheit,
2.52,Tropfen,Substantiv,"der Tropfen, -",giọt (thuốc),Nehmen Sie mittags und abends jeweils 10 Tropfen mit Wasser ein.,Buổi trưa và buổi tối uống 10 giọt với nước.,Gesundheit,B1;DTZ;Gesundheit,
2.52,Erwachsene,Substantiv,"der/die Erwachsene, -n",người lớn,Diese Anweisung gilt nur für Erwachsene.,Hướng dẫn này chỉ áp dụng cho người lớn.,Gesundheit,B1;DTZ;Gesundheit,
2.52,zustimmen,Verb,stimmte zu - hat zugestimmt,đồng ý / chấp thuận,"Das Medikament ist nur erlaubt, wenn der Arzt zustimmt.",Thuốc chỉ được dùng nếu bác sĩ đồng ý.,Gesundheit,B1;DTZ;Gesundheit,
2.52,täglich,Adjektiv,,hàng ngày,Das Medikament wird zweimal täglich eingenommen.,Thuốc được dùng hai lần mỗi ngày.,Gesundheit,B1;DTZ;Gesundheit,
2.53,Angebot,Substantiv,"das Angebot, -e",đề nghị / chương trình ưu đãi,Am Sonntag gibt es spezielle Angebote für Kinder.,Chủ nhật có những chương trình đặc biệt cho trẻ em.,Freizeit,B1;DTZ;Freizeit,
2.53,Puppentheater,Substantiv,"das Puppentheater, -",kịch rối,Im Programm gibt es Puppentheater und Zaubershows.,Trong chương trình có kịch rối và biểu diễn ảo thuật.,Freizeit,B1;DTZ;Freizeit,
2.53,Zaubershow,Substantiv,"die Zaubershow, -s",biểu diễn ảo thuật,Die Kinder freuen sich auf die Zaubershow.,Bọn trẻ háo hức xem biểu diễn ảo thuật.,Freizeit,B1;DTZ;Freizeit,
2.53,Hüpfburg,Substantiv,"die Hüpfburg, -en",lâu đài nhún,Auf dem Spielplatz steht eine große Hüpfburg.,Ở sân chơi có một lâu đài nhún lớn.,Freizeit,B1;DTZ;Freizeit,
2.53,Kurzfilm,Substantiv,"der Kurzfilm, -e",phim ngắn,Am Samstag werden internationale Kurzfilme gezeigt.,Thứ bảy chiếu các phim ngắn quốc tế.,Freizeit,B1;DTZ;Freizeit,
2.54,nachhaltig,Adjektiv,,bền vững,Es geht um nachhaltige Lebensmittelproduktion.,Chủ đề nói về sản xuất thực phẩm bền vững.,Gesellschaft,B1;DTZ;Gesellschaft,
2.54,Lebensmittelproduktion,Substantiv,"die Lebensmittelproduktion, -en",sản xuất thực phẩm,Die Lebensmittelproduktion soll umweltfreundlich sein.,Việc sản xuất thực phẩm phải thân thiện môi trường.,Gesellschaft,B1;DTZ;Gesellschaft,
2.54,biologisch,Adjektiv,,hữu cơ / sinh học,Wählen Sie biologisch angebaute Produkte.,Hãy chọn các sản phẩm được trồng theo phương pháp hữu cơ.,Einkauf,B1;DTZ;Einkauf,
2.54,regional,Adjektiv,,thuộc vùng / địa phương,Regionale Produkte sind oft frischer.,Sản phẩm địa phương thường tươi hơn.,Einkauf,B1;DTZ;Einkauf,
2.54,anbauen,Verb,baute an - hat angebaut,trồng trọt,Diese Tomaten werden biologisch angebaut.,Các quả cà chua này được trồng theo phương pháp hữu cơ.,Einkauf,B1;DTZ;Einkauf,
2.54,Modetrend,Substantiv,"der Modetrend, -s",xu hướng thời trang,Modetrends werden in der Sendung nur kurz erwähnt.,Xu hướng thời trang chỉ được nhắc qua trong chương trình.,Freizeit,B1;DTZ;Freizeit,
2.55,Stressbewältigung,Substantiv,die Stressbewältigung,việc vượt qua stress,Der Podcast handelt von Methoden zur Stressbewältigung.,Podcast nói về các phương pháp đối phó với stress.,Gesundheit,B1;DTZ;Gesundheit,
2.55,Umgang,Substantiv,"der Umgang, kein Plural",cách xử lý / đối xử,Im Podcast geht es um den Umgang mit Stress.,Podcast nói về cách đối phó với stress.,Gesundheit,B1;DTZ;Gesundheit,
2.55,Muskelentspannung,Substantiv,"die Muskelentspannung, -en",thư giãn cơ,Die progressive Muskelentspannung hilft gegen Stress.,Phương pháp thư giãn cơ tiến triển giúp chống stress.,Gesundheit,B1;DTZ;Gesundheit,
2.55,thematisieren,Verb,thematisierte - hat thematisiert,đưa ra làm chủ đề,Im Podcast wird Bewegung nicht thematisiert.,Trong podcast vấn đề vận động không được nêu làm chủ đề.,Gesellschaft,B1;DTZ;Gesellschaft,
2.55,Methode,Substantiv,"die Methode, -n",phương pháp,Es gibt verschiedene Methoden zur Stressbewältigung.,Có nhiều phương pháp để vượt qua stress.,Gesundheit,B1;DTZ;Gesundheit,
2.56,Ernährung,Substantiv,"die Ernährung, kein Plural",việc ăn uống / dinh dưỡng,Obst und Gemüse sind wichtig für die Ernährung.,Trái cây và rau quan trọng cho dinh dưỡng.,Gesundheit,B1;DTZ;Gesundheit,
2.56,Zubereitung,Substantiv,"die Zubereitung, -en",việc chế biến (món ăn),Die Zubereitung von Fleischgerichten dauert lange.,Việc chế biến các món thịt mất nhiều thời gian.,Alltag,B1;DTZ;Alltag,
2.56,Gericht,Substantiv,"das Gericht, -e",món ăn,Sie kocht heute ein vegetarisches Gericht.,Hôm nay cô ấy nấu một món chay.,Alltag,B1;DTZ;Alltag,
2.56,Vorteil,Substantiv,"der Vorteil, -e",lợi thế / ưu điểm,Obst und Gemüse haben viele Vorteile.,Trái cây và rau có nhiều ưu điểm.,Gesundheit,B1;DTZ;Gesundheit,
2.56,Mittelpunkt,Substantiv,"der Mittelpunkt, -e",trung tâm / điểm chính,Fast Food steht nicht im Mittelpunkt des Gesprächs.,Đồ ăn nhanh không phải là trọng tâm cuộc trò chuyện.,Allgemein,B1;DTZ;Allgemein,
2.57,Umweltschutz,Substantiv,"der Umweltschutz, kein Plural",bảo vệ môi trường,Heute sprechen wir über Umweltschutz.,Hôm nay chúng ta nói về bảo vệ môi trường.,Gesellschaft,B1;DTZ;Gesellschaft,
2.57,Umweltverschmutzung,Substantiv,"die Umweltverschmutzung, kein Plural",ô nhiễm môi trường,Umweltverschmutzung ist in großen Städten ein Problem.,Ô nhiễm môi trường là vấn đề ở các thành phố lớn.,Gesellschaft,B1;DTZ;Gesellschaft,
2.57,Jugend,Substantiv,"die Jugend, kein Plural",thanh thiếu niên / tuổi trẻ,Die Jugend spielt eine wichtige Rolle im Umweltschutz.,Giới trẻ có vai trò quan trọng trong bảo vệ môi trường.,Gesellschaft,B1;DTZ;Gesellschaft,
2.57,Rolle,Substantiv,"die Rolle, -n",vai trò,Welche Rolle spielt die Jugend im Umweltschutz?,Giới trẻ có vai trò gì trong bảo vệ môi trường?,Gesellschaft,B1;DTZ;Gesellschaft,
2.57,fördern,Verb,förderte - hat gefördert,thúc đẩy / hỗ trợ,Jugendliche können Umweltschutz fördern.,Thanh niên có thể thúc đẩy bảo vệ môi trường.,Gesellschaft,B1;DTZ;Gesellschaft,
2.57,Gesetz,Substantiv,"das Gesetz, -e",luật / đạo luật,Neue Umweltgesetze werden diskutiert.,Các luật môi trường mới đang được thảo luận.,Behörde,B1;DTZ;Behörde,
2.58,beeindrucken,Verb,beeindruckte - hat beeindruckt,gây ấn tượng,Die Landschaft hat den Sprecher beeindruckt.,Cảnh quan đã gây ấn tượng cho người nói.,Reisen,B1;DTZ;Reisen,
2.58,lebhaft,Adjektiv,,sống động / náo nhiệt,Die lebhafte Atmosphäre der Städte gefällt mir.,Tôi thích bầu không khí náo nhiệt của các thành phố.,Reisen,B1;DTZ;Reisen,
2.58,Atmosphäre,Substantiv,"die Atmosphäre, -n",bầu không khí,Die Atmosphäre in Lima ist sehr lebhaft.,Bầu không khí ở Lima rất sống động.,Reisen,B1;DTZ;Reisen,
2.58,atemberaubend,Adjektiv,,ngoạn mục / nghẹt thở,Die atemberaubende Landschaft hat einen Eindruck hinterlassen.,Cảnh quan ngoạn mục đã để lại ấn tượng.,Reisen,B1;DTZ;Reisen,
2.58,Eindruck,Substantiv,"der Eindruck, -̈e",ấn tượng,Die Reise hat einen bleibenden Eindruck hinterlassen.,Chuyến đi đã để lại ấn tượng lâu dài.,Reisen,B1;DTZ;Reisen,
2.58,hinterlassen,Verb,hinterließ - hat hinterlassen,để lại,Die Landschaft hat einen bleibenden Eindruck hinterlassen.,Cảnh quan đã để lại ấn tượng lâu dài.,Allgemein,B1;DTZ;Allgemein,
2.59,Versicherung,Substantiv,"die Versicherung, -en",bảo hiểm,Sie müssen Ihre Versicherung bis Ende November kündigen.,Bạn phải hủy bảo hiểm trước cuối tháng 11.,Behörde,B1;DTZ;Behörde,
2.59,kündigen,Verb,kündigte - hat gekündigt,hủy / chấm dứt (hợp đồng),Ich möchte meine Versicherung kündigen.,Tôi muốn hủy bảo hiểm của mình.,Behörde,B1;DTZ;Behörde,
2.59,Stichtag,Substantiv,"der Stichtag, -e",ngày chốt hạn,Der 30. November ist der Stichtag für die Kündigung.,30 tháng 11 là ngày chốt hạn để hủy.,Behörde,B1;DTZ;Behörde,
2.59,umstellen,Verb,stellte um - hat umgestellt,chuyển đổi,Sie können Ihre Kfz-Versicherung für das folgende Jahr umstellen.,Bạn có thể chuyển đổi bảo hiểm xe cho năm tiếp theo.,Behörde,B1;DTZ;Behörde,
2.59,Kraftfahrzeugversicherung,Substantiv,"die Kraftfahrzeugversicherung, -en",bảo hiểm xe cơ giới,Die Kraftfahrzeugversicherung ist gesetzlich vorgeschrieben.,Bảo hiểm xe cơ giới là bắt buộc theo luật.,Behörde,B1;DTZ;Behörde,
2.59,Termin,Substantiv,"der Termin, -e",hẹn / kỳ hạn,Es gibt einen festen Termin für die Kündigung.,Có một kỳ hạn cố định để hủy.,Behörde,B1;DTZ;Behörde,
2.60,Lebensgefahr,Substantiv,"die Lebensgefahr, kein Plural",nguy hiểm tính mạng,Eine Person schwebt in Lebensgefahr.,Một người đang trong tình trạng nguy hiểm tính mạng.,Verkehr,B1;DTZ;Verkehr,
2.60,schweben,Verb,schwebte - hat geschwebt,lơ lửng / ở tình trạng,Die Person schwebt in Lebensgefahr.,Người đó đang trong tình trạng nguy hiểm tính mạng.,Verkehr,B1;DTZ;Verkehr,
2.60,Unfall,Substantiv,"der Unfall, -̈e",tai nạn,Nach einem schweren Unfall ist die Autobahn gesperrt.,"Sau một tai nạn nghiêm trọng, đường cao tốc bị đóng.",Verkehr,B1;DTZ;Verkehr,
2.60,sperren,Verb,sperrte - hat gesperrt,đóng / chặn,Die Straße wurde nach dem Unfall gesperrt.,Đường đã bị đóng sau tai nạn.,Verkehr,B1;DTZ;Verkehr,
2.60,Lastwagen,Substantiv,"der Lastwagen, -",xe tải,Auf der A2 gab es einen Unfall mit einem Lastwagen.,Trên cao tốc A2 có một tai nạn với xe tải.,Verkehr,B1;DTZ;Verkehr,
2.60,Wohnwagen,Substantiv,"der Wohnwagen, -",xe nhà di động,Ein Lastwagen kollidierte mit einem Wohnwagen.,Một xe tải va chạm với một xe nhà di động.,Verkehr,B1;DTZ;Verkehr,
2.61,auftreten,Verb,trat auf - ist aufgetreten,biểu diễn / xuất hiện,Auf der Silvesterparty treten Gruppen aus verschiedenen Ländern auf.,Ở tiệc đêm giao thừa có các nhóm từ nhiều nước biểu diễn.,Freizeit,B1;DTZ;Freizeit,
2.61,Bühne,Substantiv,"die Bühne, -n",sân khấu,Auf der World-Bühne spielen Musiker aus Afrika und Asien.,Trên sân khấu World có nhạc sĩ từ châu Phi và châu Á.,Freizeit,B1;DTZ;Freizeit,
2.61,Verlosung,Substantiv,"die Verlosung, -en",buổi rút thăm trúng thưởng,Es gibt eine Verlosung mit attraktiven Preisen.,Có buổi rút thăm với các giải thưởng hấp dẫn.,Freizeit,B1;DTZ;Freizeit,
2.61,Musikrichtung,Substantiv,"die Musikrichtung, -en",thể loại nhạc,Verschiedene Musikrichtungen werden auf den Bühnen gespielt.,Nhiều thể loại nhạc được biểu diễn trên các sân khấu.,Freizeit,B1;DTZ;Freizeit,
2.61,Silvester,Substantiv,"das/der Silvester, -",đêm giao thừa,Wir feiern Silvester mit einer großen Party.,Chúng tôi đón giao thừa bằng một bữa tiệc lớn.,Freizeit,B1;DTZ;Freizeit,
2.62,Stau,Substantiv,"der Stau, -s",tắc đường / kẹt xe,Auf der A8 gibt es einen 10 Kilometer langen Stau.,Trên A8 có một đoạn kẹt xe dài 10 km.,Verkehr,B1;DTZ;Verkehr,
2.62,Richtung,Substantiv,"die Richtung, -en",hướng,Auf der A8 in Richtung Baden-Baden gibt es Stau.,Trên A8 hướng đi Baden-Baden có kẹt xe.,Verkehr,B1;DTZ;Verkehr,
2.62,auflösen,Verb,löste auf - hat aufgelöst,giải tỏa / được dỡ bỏ,Der Stau auf der A7 hat sich aufgelöst.,Đoạn kẹt xe trên A7 đã được giải tỏa.,Verkehr,B1;DTZ;Verkehr,
2.62,Fahrbahn,Substantiv,"die Fahrbahn, -en",làn đường / mặt đường,Die Fahrbahn ist wieder frei.,Mặt đường lại thông thoáng.,Verkehr,B1;DTZ;Verkehr,
2.62,Gegenstand,Substantiv,"der Gegenstand, -̈e",vật / đồ vật,Gegenstände auf der Fahrbahn sind eine Gefahr.,Đồ vật trên mặt đường là một mối nguy hiểm.,Verkehr,B1;DTZ;Verkehr,
2.62,Gefahr,Substantiv,"die Gefahr, -en",mối nguy hiểm,Auf der A9 gibt es Gefahr durch Gegenstände auf der Fahrbahn.,Trên A9 có nguy hiểm do đồ vật trên mặt đường.,Verkehr,B1;DTZ;Verkehr,
2.63,Erwärmung,Substantiv,"die Erwärmung, -en",sự ấm lên,Im Osten wird eine Erwärmung erwartet.,Ở phía đông dự kiến có sự ấm lên.,Wetter,B1;DTZ;Wetter,
2.63,Temperatur,Substantiv,"die Temperatur, -en",nhiệt độ,Die Temperaturen steigen auf 20 bis 25 Grad.,Nhiệt độ tăng lên 20 đến 25 độ.,Wetter,B1;DTZ;Wetter,
2.63,trocken,Adjektiv,,khô ráo,Im Osten bleibt es trocken.,Phía đông vẫn khô ráo.,Wetter,B1;DTZ;Wetter,
2.63,kühl,Adjektiv,,mát / hơi lạnh,Im Norden wird es kühl bleiben.,Phía bắc sẽ vẫn mát.,Wetter,B1;DTZ;Wetter,
2.63,Grad,Substantiv,"das Grad, -e",độ (nhiệt độ),Es werden 25 Grad erwartet.,Dự kiến 25 độ.,Wetter,B1;DTZ;Wetter,
2.64,Nachricht,Substantiv,"die Nachricht, -en",tin tức / bản tin,Nun zu den internationalen Nachrichten.,Bây giờ chuyển sang tin tức quốc tế.,Allgemein,B1;DTZ;Allgemein,
2.64,Wetterbericht,Substantiv,"der Wetterbericht, -e",bản tin thời tiết,Der Wetterbericht kommt nach den Nachrichten.,Bản tin thời tiết đến sau tin tức.,Wetter,B1;DTZ;Wetter,
2.64,Verkehrsmeldung,Substantiv,"die Verkehrsmeldung, -en",bản tin giao thông,Die Verkehrsmeldung warnt vor Stau.,Bản tin giao thông cảnh báo về tắc đường.,Verkehr,B1;DTZ;Verkehr,
2.64,Flughafen,Substantiv,"der Flughafen, -̈",sân bay,Der Flughafen wurde gesperrt.,Sân bay đã bị đóng.,Reisen,B1;DTZ;Reisen,
2.64,international,Adjektiv,,quốc tế,Nun zu den internationalen Nachrichten.,Bây giờ chuyển sang tin tức quốc tế.,Allgemein,B1;DTZ;Allgemein,
2.65,Löscharbeiten,Substantiv,die Löscharbeiten (Plural),công tác chữa cháy,Bitte stören Sie die Löscharbeiten nicht.,Xin đừng cản trở công tác chữa cháy.,Behörde,B1;DTZ;Behörde,
2.65,stören,Verb,störte - hat gestört,làm phiền / cản trở,Stören Sie die Arbeit der Feuerwehr nicht.,Đừng cản trở công việc của lính cứu hỏa.,Allgemein,B1;DTZ;Allgemein,
2.65,Einsatzort,Substantiv,"der Einsatzort, -e",hiện trường (làm nhiệm vụ),Meiden Sie den Einsatzort der Feuerwehr.,Hãy tránh xa hiện trường của đội cứu hỏa.,Behörde,B1;DTZ;Behörde,
2.65,meiden,Verb,mied - hat gemieden,tránh xa,Meiden Sie den Bereich um den Brand.,Hãy tránh khu vực quanh đám cháy.,Allgemein,B1;DTZ;Allgemein,
2.65,Einwohner,Substantiv,"der Einwohner, -",cư dân,Die Einwohner sollen ihre Fenster schließen.,Cư dân nên đóng cửa sổ.,Wohnen,B1;DTZ;Wohnen,
2.65,Feuerwehr,Substantiv,"die Feuerwehr, -en",đội cứu hỏa,Die Feuerwehr ist im Einsatz.,Đội cứu hỏa đang làm nhiệm vụ.,Behörde,B1;DTZ;Behörde,
2.65,Stadtteil,Substantiv,"der Stadtteil, -e",khu phố / quận,Die Einwohner des Stadtteils werden informiert.,Cư dân khu phố được thông báo.,Wohnen,B1;DTZ;Wohnen,
2.66,Krimi,Substantiv,"der Krimi, -s",phim/truyện hình sự,Der Krimi wird zu einem späteren Zeitpunkt gesendet.,Bộ phim hình sự sẽ được phát sau.,Freizeit,B1;DTZ;Freizeit,
2.66,Ausstrahlung,Substantiv,"die Ausstrahlung, -en",việc phát sóng,Die Ausstrahlung des Krimis entfällt heute.,Việc phát sóng phim hình sự hôm nay bị hủy.,Freizeit,B1;DTZ;Freizeit,
2.66,entfallen,Verb,entfiel - ist entfallen,bị hủy / không diễn ra,Die Sendung entfällt wegen einer Sondersendung.,Chương trình bị hủy vì có bản tin đặc biệt.,Freizeit,B1;DTZ;Freizeit,
2.66,Sondersendung,Substantiv,"die Sondersendung, -en",chương trình đặc biệt,Statt des Krimis gibt es eine Sondersendung.,Thay vì phim hình sự sẽ có một chương trình đặc biệt.,Freizeit,B1;DTZ;Freizeit,
2.66,Videotext,Substantiv,"der Videotext, -e",videotext / teletext,Den neuen Termin finden Sie im Videotext.,Bạn có thể tìm lịch mới trong videotext.,Technologie,B1;DTZ;Technologie,
2.66,Zeitpunkt,Substantiv,"der Zeitpunkt, -e",thời điểm,Der Krimi wird zu einem späteren Zeitpunkt gesendet.,Bộ phim sẽ được chiếu vào thời điểm sau.,Allgemein,B1;DTZ;Allgemein,
2.67,Ratschlag,Substantiv,"der Ratschlag, -̈e",lời khuyên,Es gibt Ratschläge für Fahrzeughalter.,Có lời khuyên cho chủ phương tiện.,Behörde,B1;DTZ;Behörde,
2.67,Fahrzeughalter,Substantiv,"der Fahrzeughalter, -",chủ xe / chủ phương tiện,Fahrzeughalter müssen die Versicherung jährlich überprüfen.,Chủ xe phải kiểm tra bảo hiểm hàng năm.,Behörde,B1;DTZ;Behörde,
2.67,Einblick,Substantiv,"der Einblick, -e",cái nhìn / sự hiểu biết,Sie erhalten wichtige Einblicke in das Thema.,Bạn sẽ có những hiểu biết quan trọng về chủ đề.,Bildung,B1;DTZ;Bildung,
2.67,rechtlich,Adjektiv,,thuộc pháp lý,Es geht um rechtliche und finanzielle Ratschläge.,Đây là về lời khuyên pháp lý và tài chính.,Behörde,B1;DTZ;Behörde,
2.67,finanziell,Adjektiv,,thuộc tài chính,Finanzielle Ratschläge helfen beim Sparen.,Lời khuyên tài chính giúp tiết kiệm.,Allgemein,B1;DTZ;Allgemein,
2.68,Wettervorhersage,Substantiv,"die Wettervorhersage, -n",dự báo thời tiết,Die Wettervorhersage für Dortmund ist positiv.,Dự báo thời tiết cho Dortmund khả quan.,Wetter,B1;DTZ;Wetter,
2.68,steigend,Adjektiv,,đang tăng,Steigende Temperaturen am Wochenende.,Nhiệt độ đang tăng vào cuối tuần.,Wetter,B1;DTZ;Wetter,
2.68,windig,Adjektiv,,có gió / nhiều gió,Am Freitag wird es sehr windig.,Thứ sáu sẽ rất nhiều gió.,Wetter,B1;DTZ;Wetter,
2.68,Regenfall,Substantiv,"der Regenfall, -̈e",trận mưa / lượng mưa,Für Sonntag werden keine Regenfälle erwartet.,Chủ nhật không dự kiến có mưa.,Wetter,B1;DTZ;Wetter,
2.68,begleiten,Verb,begleitete - hat begleitet,đi kèm / đồng hành,Die Sonne wird von steigenden Temperaturen begleitet.,Ánh nắng đi kèm với nhiệt độ tăng.,Allgemein,B1;DTZ;Allgemein,
2.69,Baumaterial,Substantiv,"das Baumaterial, -ien",vật liệu xây dựng,Auf der A5 liegen Baumaterialien auf der Fahrbahn.,Trên A5 có vật liệu xây dựng trên mặt đường.,Verkehr,B1;DTZ;Verkehr,
2.69,LKW-Unfall,Substantiv,"der LKW-Unfall, -̈e",tai nạn xe tải,Nach einem LKW-Unfall ist die Strecke gesperrt.,Sau một tai nạn xe tải đoạn đường bị đóng.,Verkehr,B1;DTZ;Verkehr,
2.69,Baustelle,Substantiv,"die Baustelle, -n",công trường xây dựng,Auf der A3 gibt es Stau wegen einer Baustelle.,Trên A3 có kẹt xe vì công trường.,Verkehr,B1;DTZ;Verkehr,
2.69,Radfahrer,Substantiv,"der Radfahrer, -",người đi xe đạp,Auf der A53 wurden Radfahrer gesichtet.,Trên A53 đã phát hiện người đi xe đạp.,Verkehr,B1;DTZ;Verkehr,
2.69,sichten,Verb,sichtete - hat gesichtet,phát hiện / nhìn thấy,Radfahrer wurden auf der Autobahn gesichtet.,Người đi xe đạp đã được phát hiện trên cao tốc.,Verkehr,B1;DTZ;Verkehr,
2.70,vermissen,Verb,vermisste - hat vermisst,mất tích / nhớ ai đó,Herr Müller wird seit gestern Abend vermisst.,Ông Müller bị mất tích từ tối qua.,Allgemein,B1;DTZ;Allgemein,
2.70,Hinweis,Substantiv,"der Hinweis, -e",manh mối / chỉ dẫn,Die Polizei bittet um Hinweise.,Cảnh sát nhờ cung cấp manh mối.,Behörde,B1;DTZ;Behörde,
2.70,suchen,Verb,suchte - hat gesucht,tìm kiếm,Herr Müller wird von der Polizei gesucht.,Ông Müller đang bị cảnh sát truy tìm.,Behörde,B1;DTZ;Behörde,
2.70,Orientierungsschwierigkeit,Substantiv,"die Orientierungsschwierigkeit, -en",khó khăn về định hướng,Herr Müller hat Orientierungsschwierigkeiten.,Ông Müller có khó khăn trong việc định hướng.,Gesundheit,B1;DTZ;Gesundheit,
2.70,Polizei,Substantiv,"die Polizei, kein Plural",cảnh sát,Die Polizei sucht den Vermissten.,Cảnh sát đang tìm người mất tích.,Behörde,B1;DTZ;Behörde,
2.71,Preis,Substantiv,"der Preis, -e",giải thưởng / giá,Welche Preise sind zu gewinnen?,Có thể trúng những giải thưởng nào?,Freizeit,B1;DTZ;Freizeit,
2.71,gewinnen,Verb,gewann - hat gewonnen,thắng / trúng giải,Sie können eine Reise nach Paris gewinnen.,Bạn có thể trúng một chuyến đi Paris.,Freizeit,B1;DTZ;Freizeit,
2.71,Einkaufsgutschein,Substantiv,"der Einkaufsgutschein, -e",phiếu mua hàng,Es gibt Einkaufsgutscheine zu gewinnen.,Có phiếu mua hàng để trúng thưởng.,Einkauf,B1;DTZ;Einkauf,
2.71,Bargeld,Substantiv,"das Bargeld, kein Plural",tiền mặt,Bargeld wird nicht als Preis vergeben.,Tiền mặt không được trao làm giải thưởng.,Einkauf,B1;DTZ;Einkauf,
2.71,Urlaub,Substantiv,"der Urlaub, -e",kỳ nghỉ,Eine Woche Urlaub in Paris für zwei Personen.,Một tuần nghỉ tại Paris cho hai người.,Reisen,B1;DTZ;Reisen,
2.72,vorsichtig,Adjektiv,,cẩn thận,Auf der A4 muss man sehr vorsichtig fahren.,Trên A4 phải lái xe rất cẩn thận.,Verkehr,B1;DTZ;Verkehr,
2.72,entgegenkommen,Verb,kam entgegen - ist entgegengekommen,đi ngược chiều / đến từ phía đối diện,Auf der A4 kommt Ihnen ein Fahrzeug entgegen.,Trên A4 có một xe đi ngược chiều phía bạn.,Verkehr,B1;DTZ;Verkehr,
2.72,Fahrspur,Substantiv,"die Fahrspur, -en",làn xe,Bleiben Sie auf der rechten Fahrspur.,Hãy giữ làn xe bên phải.,Verkehr,B1;DTZ;Verkehr,
2.72,überholen,Verb,überholte - hat überholt,vượt (xe),Überholen Sie nicht auf dieser Strecke.,Đừng vượt trên đoạn đường này.,Verkehr,B1;DTZ;Verkehr,
2.72,Vorsichtsmaßnahme,Substantiv,"die Vorsichtsmaßnahme, -n",biện pháp phòng ngừa,Es gibt besondere Vorsichtsmaßnahmen auf der A4.,Có những biện pháp phòng ngừa đặc biệt trên A4.,Verkehr,B1;DTZ;Verkehr,
2.72,Risiko,Substantiv,"das Risiko, Risiken",rủi ro,Ein entgegenkommendes Fahrzeug stellt ein Risiko dar.,Một xe đi ngược chiều là một rủi ro.,Verkehr,B1;DTZ;Verkehr,
2.73,Jobsuche,Substantiv,"die Jobsuche, -n",việc tìm việc làm,Am Mittwoch gibt es Tipps zur Jobsuche.,Thứ tư có các mẹo tìm việc.,Arbeit,B1;DTZ;Arbeit,
2.73,Jobberater,Substantiv,"der Jobberater, -",tư vấn nghề nghiệp,Jobberater sprechen über das Berufsleben.,Tư vấn nghề nghiệp nói về cuộc sống công việc.,Arbeit,B1;DTZ;Arbeit,
2.73,Bewerbung,Substantiv,"die Bewerbung, -en",đơn xin việc,Tipps für erfolgreiche Bewerbungen werden gegeben.,Các mẹo cho đơn xin việc thành công sẽ được nêu.,Arbeit,B1;DTZ;Arbeit,
